gameId,trialNum,repNum,tangram,playerId,role,numPlayers,text,condition
rSMFkjhskBteiyQMB,0,0,K,PzsrjpFbCRkuAMq8B,speaker,4,"triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points",4_rotate
rSMFkjhskBteiyQMB,1,0,F,PzsrjpFbCRkuAMq8B,speaker,4,This one looks like a person sat down Their head is a rotated square,4_rotate
rSMFkjhskBteiyQMB,1,0,F,ZvhRyXkvKz6ES5HwX,listener,4,do they have bunny ears,4_rotate
rSMFkjhskBteiyQMB,1,0,F,ZvhRyXkvKz6ES5HwX,listener,4,or knee up,4_rotate
rSMFkjhskBteiyQMB,1,0,F,ZGADNAezcCdtejsh5,listener,4,sat down with legs out,4_rotate
rSMFkjhskBteiyQMB,1,0,F,PzsrjpFbCRkuAMq8B,speaker,4,They look as if they are sad so the head is tilted down,4_rotate
rSMFkjhskBteiyQMB,1,0,F,PzsrjpFbCRkuAMq8B,speaker,4,1 knee up no bunny ears,4_rotate
rSMFkjhskBteiyQMB,2,0,H,PzsrjpFbCRkuAMq8B,speaker,4,Looks like a letter 'i',4_rotate
rSMFkjhskBteiyQMB,2,0,H,ZGADNAezcCdtejsh5,listener,4,does it look like with its hand out or not,4_rotate
rSMFkjhskBteiyQMB,2,0,H,PzsrjpFbCRkuAMq8B,speaker,4,no hand it is just a head and a body,4_rotate
rSMFkjhskBteiyQMB,2,0,H,PzsrjpFbCRkuAMq8B,speaker,4,more like a baby that has been swaddled in a blanket,4_rotate
rSMFkjhskBteiyQMB,3,0,J,PzsrjpFbCRkuAMq8B,speaker,4,square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side,4_rotate
rSMFkjhskBteiyQMB,3,0,J,PzsrjpFbCRkuAMq8B,speaker,4,There appears to be a foot too,4_rotate
rSMFkjhskBteiyQMB,4,0,D,PzsrjpFbCRkuAMq8B,speaker,4,This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side,4_rotate
rSMFkjhskBteiyQMB,4,0,D,ZGADNAezcCdtejsh5,listener,4,the 'I' but with hand out,4_rotate
rSMFkjhskBteiyQMB,4,0,D,ZvhRyXkvKz6ES5HwX,listener,4,are their knees bent a little,4_rotate
rSMFkjhskBteiyQMB,4,0,D,PzsrjpFbCRkuAMq8B,speaker,4,no their knees are not bent they are straight,4_rotate
rSMFkjhskBteiyQMB,5,0,I,PzsrjpFbCRkuAMq8B,speaker,4,Looks like someone ice skating,4_rotate
rSMFkjhskBteiyQMB,5,0,I,PzsrjpFbCRkuAMq8B,speaker,4,there arms are out in front of them and they have one leg lifted off the ground,4_rotate
rSMFkjhskBteiyQMB,5,0,I,ZvhRyXkvKz6ES5HwX,listener,4,lowkey like a rooster too,4_rotate
rSMFkjhskBteiyQMB,5,0,I,ZGADNAezcCdtejsh5,listener,4,with leg up at 90 degrees,4_rotate
rSMFkjhskBteiyQMB,5,0,I,PzsrjpFbCRkuAMq8B,speaker,4,yes to 90 degrees,4_rotate
rSMFkjhskBteiyQMB,6,0,B,PzsrjpFbCRkuAMq8B,speaker,4,"Rotated square at the top, a triangle is touching it's point They are touching another triangle",4_rotate
rSMFkjhskBteiyQMB,6,0,B,PzsrjpFbCRkuAMq8B,speaker,4,this picture looks like an animal sat down,4_rotate
rSMFkjhskBteiyQMB,6,0,B,o7s7B6kZLqvaG62N4,listener,4,do the two triangles kind look like wings,4_rotate
rSMFkjhskBteiyQMB,7,0,L,PzsrjpFbCRkuAMq8B,speaker,4,This looks like a person giving a speech from a book again but this time with knees bent,4_rotate
rSMFkjhskBteiyQMB,8,0,C,PzsrjpFbCRkuAMq8B,speaker,4,This looks like a person with their arms raised up,4_rotate
rSMFkjhskBteiyQMB,8,0,C,ZGADNAezcCdtejsh5,listener,4,like its going in for a hug,4_rotate
rSMFkjhskBteiyQMB,9,0,G,PzsrjpFbCRkuAMq8B,speaker,4,This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down,4_rotate
rSMFkjhskBteiyQMB,9,0,G,PzsrjpFbCRkuAMq8B,speaker,4,it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side,4_rotate
rSMFkjhskBteiyQMB,9,0,G,PzsrjpFbCRkuAMq8B,speaker,4,kind of looks like a dog to me,4_rotate
rSMFkjhskBteiyQMB,10,0,A,PzsrjpFbCRkuAMq8B,speaker,4,This one looks like a person dancing They have one foot on the floor and another foot is raised,4_rotate
rSMFkjhskBteiyQMB,10,0,A,o7s7B6kZLqvaG62N4,listener,4,is their head tilted back,4_rotate
rSMFkjhskBteiyQMB,10,0,A,PzsrjpFbCRkuAMq8B,speaker,4,their ears are made from a square shape,4_rotate
rSMFkjhskBteiyQMB,10,0,A,PzsrjpFbCRkuAMq8B,speaker,4,and then another 4 sided shape,4_rotate
rSMFkjhskBteiyQMB,10,0,A,ZvhRyXkvKz6ES5HwX,listener,4,it's the last one we haven't selected,4_rotate
rSMFkjhskBteiyQMB,10,0,A,ZvhRyXkvKz6ES5HwX,listener,4,it's the one with 2 heads almost,4_rotate
rSMFkjhskBteiyQMB,11,0,E,PzsrjpFbCRkuAMq8B,speaker,4,bunny ears,4_rotate
rSMFkjhskBteiyQMB,12,1,F,ZvhRyXkvKz6ES5HwX,speaker,4,man sat down with 1 knee up,4_rotate
